year,utility_id,utility_name,sched4part,service_type,data_type,state_code,ownership,residential_revenues,residential_sales,residential_consumers
2007,13216,Nashville Electric Service,A,Bundle,O,TN,Municipal,405627.00,4979377.00,312175.00
2007,13219,City of Nashwauk,A,Bundle,O,MN,Municipal,222.00,4116.00,474.00
2007,13227,Natchez Trace Elec Power Assn,A,Bundle,O,MS,Cooperative,15272.00,187523.00,12417.00
2007,13228,City of Natchitoches,A,Bundle,O,LA,Municipal,9755.00,91317.00,7355.00
2007,13233,City of Neligh,A,Bundle,O,NE,Municipal,720.00,9390.00,925.00
2007,13286,New Hampton Village Precinct,A,Bundle,O,NH,Municipal,102.00,747.00,95.00
2007,13292,Norris Electric Coop,A,Bundle,O,IL,Cooperative,19846.00,247438.00,16939.00
2007,13314,Navajo Tribal Utility Auth,A,Bundle,O,AZ,State,12006.00,132638.00,26105.00
2007,13314,Navajo Tribal Utility Auth,A,Bundle,O,NM,State,3534.00,39438.00,7524.00
2007,13314,Navajo Tribal Utility Auth,A,Bundle,O,UT,State,258.00,2948.00,504.00
2007,13318,"Navopache Electric Coop, Inc",A,Bundle,O,AZ,Cooperative,23511.00,229680.00,34364.00
2007,13318,"Navopache Electric Coop, Inc",A,Bundle,O,NM,Cooperative,794.00,6795.00,1353.00
2007,13332,"Navarro County Elec Coop, Inc",A,Bundle,O,TX,Cooperative,24050.00,201356.00,12894.00
2007,13334,City of Nebraska City,A,Bundle,O,NE,Municipal,4436.00,54744.00,4696.00
2007,13337,Nebraska Public Power District,A,Bundle,O,NE,Political Subdivision,74124.00,814799.00,69021.00
2007,13337,Nebraska Public Power District,A,Bundle,O,SD,Political Subdivision,1058.00,14845.00,995.00
2007,13352,City of Negaunee,A,Bundle,O,MI,Municipal,1615.00,13889.00,2048.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,CA,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,CT,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,DC,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,DE,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,IL,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,MA,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,MD,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,ME,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,MI,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,NH,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,NJ,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,NY,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,OH,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,OR,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,PA,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",B,Energy,O,RI,Retail Power Marketer,0.00,0.00,0.00
2007,13374,"Constellation NewEnergy, Inc",D,Bundle,O,TX,Retail Power Marketer,0.00,0.00,0.00
2007,13375,City of Nelson,A,Bundle,O,NE,Municipal,276.00,2927.00,272.00
2007,13380,City of Neodesha,A,Bundle,O,KS,Municipal,1226.00,12894.00,1323.00
2007,13382,City of Neola,A,Bundle,O,IA,Municipal,241.00,3890.00,411.00
2007,13386,"Nemaha-Marshall E C A, Inc",A,Bundle,O,KS,Cooperative,3152.00,36706.00,2989.00
2007,13387,"Nespelem Valley Elec Coop, Inc",A,Bundle,O,WA,Cooperative,1357.00,18057.00,1158.00
2007,13388,Nephi City Corporation,A,Bundle,O,UT,Municipal,1135.00,19321.00,1819.00
2007,13407,Nevada Power Company,A,Bundle,O,NV,Investor Owned,1102418.00,9371726.00,719381.00
2007,13407,Nevada Power Company,C,Delivery,O,NV,Investor Owned,0.00,0.00,0.00
2007,13412,City of New Albany,A,Bundle,O,MS,Municipal,9411.00,123193.00,8000.00
2007,13416,City of New Bern,A,Bundle,O,NC,Municipal,26925.00,229424.00,17071.00
2007,13418,City of New Braunfels,A,Bundle,O,TX,Municipal,29321.00,343636.00,22878.00
2007,13420,Village of New Bremen,A,Bundle,O,OH,Municipal,1245.00,15134.00,1312.00
2007,13423,Town of New Carlisle,A,Bundle,O,IN,Municipal,508.00,9799.00,717.00
2007,13424,New Castle Municipal Serv Comm,A,Bundle,O,DE,Municipal,2828.00,20371.00,2240.00
2007,13437,City of Newbern,A,Bundle,O,TN,Municipal,1567.00,21270.00,1421.00
2007,13438,Village of New Glarus,A,Bundle,O,WI,Municipal,870.00,8182.00,1002.00
2007,13441,New Hampshire Elec Coop Inc,A,Bundle,O,NH,Cooperative,82741.00,451856.00,67654.00
2007,13444,City of New Hampton,A,Bundle,O,IA,Municipal,1087.00,14710.00,1730.00
2007,13448,City of New Holstein,A,Bundle,O,WI,Municipal,1956.00,20256.00,2234.00
2007,13464,Village of New Knoxville,A,Bundle,O,OH,Municipal,348.00,3735.00,381.00
2007,13465,City of Nielsville,A,Bundle,O,MN,Municipal,38.00,382.00,50.00
2007,13466,City of New Lisbon,A,Bundle,O,WI,Municipal,413.00,5315.00,662.00
2007,13467,New London Electric&Water Util,A,Bundle,O,WI,Municipal,2497.00,27607.00,3271.00
2007,13468,New London Municipal Utilities,A,Bundle,O,IA,Municipal,1018.00,9777.00,1122.00
2007,13470,City of New Madrid,A,Bundle,O,MO,Municipal,1462.00,26709.00,1498.00
2007,13471,New Martinsville City of,A,Bundle,O,WV,Municipal,1022.00,13520.00,1391.00
2007,13477,Nelson Lagoon Elec Coop Inc,A,Bundle,O,AK,Cooperative,98.00,189.00,47.00
2007,13478,Entergy New Orleans Inc,A,Bundle,O,LA,Investor Owned,142950.00,1225571.00,110440.00
2007,13480,New Prague Utilities Comm,A,Bundle,O,MN,Municipal,1735.00,19130.00,2205.00
2007,13481,City of New Richmond,A,Bundle,O,WI,Municipal,2877.00,32684.00,3525.00
2007,13482,New River Light & Power Co,A,Bundle,O,NC,State,4283.00,52750.00,5861.00
2007,13483,City of New Roads,A,Bundle,O,LA,Municipal,1675.00,21158.00,1675.00
2007,13485,New Smyrna Beach City of,A,Bundle,O,FL,Municipal,29659.00,241077.00,21826.00
2007,13488,New Ulm Public Utilities Comm,A,Bundle,O,MN,Municipal,5580.00,45087.00,5929.00
2007,13489,Borough of New Wilmington,A,Bundle,O,PA,Municipal,578.00,4656.00,576.00
2007,13495,City of Newfolden,A,Bundle,O,MN,Municipal,178.00,2143.00,169.00
2007,13511,New York State Elec & Gas Corp,A,Bundle,O,NY,Investor Owned,758120.00,5659267.00,679298.00
2007,13511,New York State Elec & Gas Corp,C,Delivery,O,NY,Investor Owned,35993.00,639999.00,77757.00
2007,13519,Newark City of,A,Bundle,O,DE,Municipal,12915.00,93501.00,10140.00
2007,13520,"New-Mac Electric Coop, Inc",A,Bundle,O,MO,Cooperative,20795.00,260137.00,16842.00
2007,13521,City of Newberry,A,Bundle,O,FL,Municipal,1724.00,15421.00,1160.00
2007,13523,City of Newberry,A,Bundle,O,SC,Municipal,4473.00,49245.00,4063.00
2007,13524,"Newberry Electric Coop, Inc",A,Bundle,O,SC,Cooperative,15468.00,161185.00,11571.00
2007,13525,Newberry Water & Light Board,A,Bundle,O,MI,Municipal,1580.00,14454.00,1232.00
2007,13527,City of Newburg,A,Bundle,O,MO,Municipal,294.00,3521.00,243.00
2007,13530,City of Newkirk,A,Bundle,O,OK,Municipal,785.00,10684.00,1202.00
2007,13547,"Newnan Wtr, Sewer & Light Comm",A,Bundle,O,GA,Municipal,7806.00,83600.00,7273.00
2007,13550,City of Newport,A,Bundle,O,TN,Municipal,20131.00,248993.00,16842.00
2007,13560,City of Newton,A,Bundle,O,IL,Municipal,1167.00,13353.00,1428.00
2007,13561,Newton City of,A,Bundle,O,NC,Municipal,4354.00,47271.00,3934.00
2007,13563,City of Newton Falls,A,Bundle,O,OH,Municipal,1788.00,19017.00,2275.00
2007,13566,Newton County Rural E M C,A,Bundle,O,IN,Cooperative,1608.00,16824.00,1267.00
2007,13570,Ninnescah Rural E C A Inc,A,Bundle,O,KS,Cooperative,3035.00,23970.00,2688.00
2007,13573,Niagara Mohawk Power Corp,A,Bundle,O,NY,Investor Owned,1577337.00,10139717.00,1308819.00
2007,13573,Niagara Mohawk Power Corp,C,Delivery,O,NY,Investor Owned,80362.00,1227940.00,133645.00
2007,13577,City of Nicholasville,A,Bundle,O,KY,Municipal,4830.00,79980.00,5982.00
2007,13587,Nissequoque Cogen Partners,A,Bundle,O,NY,Unregulated,0.00,0.00,0.00
2007,13602,City of Niles,A,Bundle,O,OH,Municipal,8321.00,88776.00,10391.00
2007,13603,Newton City of,A,Bundle,O,TX,Municipal,1163.00,10934.00,865.00
2007,13604,City of Niles,A,Bundle,O,MI,Municipal,4155.00,52163.00,6224.00
2007,13610,Niobrara Valley El Member Corp,A,Bundle,O,NE,Cooperative,3952.00,49113.00,4654.00
2007,13640,Northern Virginia Elec Coop,A,Bundle,O,VA,Cooperative,244693.00,1963415.00,129014.00
2007,13642,Nome Joint Utility Systems,A,Bundle,O,AK,Municipal,3015.00,9275.00,1623.00
2007,13646,City of Norcross,A,Bundle,O,GA,Municipal,3378.00,35729.00,3457.00
2007,13647,Noble County R E M C,A,Bundle,O,IN,Cooperative,12630.00,139280.00,10575.00
2007,13651,Nolin Rural Electric Coop Corp,A,Bundle,O,KY,Cooperative,39673.00,478311.00,29533.00
2007,13664,Norris Public Power District,A,Bundle,O,NE,Political Subdivision,17769.00,255271.00,13457.00
2007,13669,North Alabama Electric Coop,A,Bundle,O,AL,Cooperative,18574.00,221826.00,14076.00
2007,13675,Nishnabotna Valley R E C,A,Bundle,O,IA,Cooperative,5747.00,67814.00,3605.00
2007,13676,"North Arkansas Elec Coop, Inc",A,Bundle,O,AR,Cooperative,40493.00,400996.00,32912.00
2007,13679,Town of North Attleborough,A,Bundle,O,MA,Municipal,13651.00,109447.00,11732.00
2007,13681,North Branch Water & Light Comm,A,Bundle,O,MN,Municipal,1327.00,12296.00,1661.00
2007,13684,Nobles Cooperative Electric,A,Bundle,O,IA,Cooperative,16.00,203.00,11.00
2007,13684,Nobles Cooperative Electric,A,Bundle,O,MN,Cooperative,6888.00,90957.00,4793.00
2007,13685,"Niobrara Electric Assn, Inc",A,Bundle,O,NE,Cooperative,563.00,4583.00,509.00
2007,13685,"Niobrara Electric Assn, Inc",A,Bundle,O,SD,Cooperative,10.00,87.00,6.00
2007,13685,"Niobrara Electric Assn, Inc",A,Bundle,O,WY,Cooperative,972.00,7968.00,826.00
2007,13690,North Central MO Elec Coop Inc,A,Bundle,O,MO,Cooperative,4852.00,47277.00,4389.00
2007,13693,"North Central Elec Coop, Inc",A,Bundle,O,OH,Cooperative,11873.00,131621.00,8685.00
2007,13694,"North Central Elec Coop, Inc",A,Bundle,O,ND,Cooperative,6243.00,103620.00,5769.00
2007,13697,"North Central Power Co, Inc",A,Bundle,O,WI,Investor Owned,3200.00,21992.00,4369.00
2007,13698,North Central Public Pwr Dist,A,Bundle,O,NE,Political Subdivision,3485.00,44956.00,3593.00
2007,13700,North Itasca Electric Coop Inc,A,Bundle,O,MN,Cooperative,4241.00,39120.00,4899.00
2007,13704,"North Western Elec Coop, Inc",A,Bundle,O,OH,Cooperative,7451.00,82742.00,5611.00
2007,13716,North Georgia Elec Member Corp,A,Bundle,O,GA,Cooperative,115484.00,1492953.00,84475.00
2007,13718,City of North Little Rock,A,Bundle,O,AR,Municipal,45395.00,384312.00,32567.00
2007,13725,City of North Platte,A,Bundle,O,NE,Municipal,8418.00,115433.00,10841.00
2007,13726,North Shore Towers Apts Inc,A,Bundle,O,NY,Unregulated,1585.00,7016.00,1844.00
2007,13730,City of North St Paul,A,Bundle,O,MN,Municipal,5009.00,43158.00,5675.00
2007,13731,"North Star Electric Coop, Inc",A,Bundle,O,MN,Cooperative,6581.00,78074.00,5763.00
2007,13734,Northeast OK Elec Coop Inc,A,Bundle,O,OK,Cooperative,38968.00,436227.00,34334.00
2007,13735,Northcentral Mississippi E P A,A,Bundle,O,MS,Cooperative,32146.00,404300.00,21911.00
2007,13739,Northeast Nebraska P P D,A,Bundle,O,NE,Political Subdivision,8308.00,111816.00,6782.00
2007,13749,"Northern Electric Coop, Inc",A,Bundle,O,MT,Cooperative,1316.00,14271.00,924.00
2007,13750,"Northern Electric Coop, Inc",A,Bundle,O,SD,Cooperative,7816.00,116699.00,5033.00
2007,13756,Northern Indiana Pub Serv Co,A,Bundle,O,IN,Investor Owned,388987.00,3543627.00,398841.00
2007,13757,North Plains Electric Coop Inc,A,Bundle,O,TX,Cooperative,3592.00,26835.00,2732.00
2007,13758,"Northern Lights, Inc",A,Bundle,O,ID,Cooperative,13842.00,161796.00,13229.00
2007,13758,"Northern Lights, Inc",A,Bundle,O,MT,Cooperative,3403.00,38705.00,3565.00
2007,13758,"Northern Lights, Inc",A,Bundle,O,WA,Cooperative,12.00,121.00,14.00
2007,13762,"Northern Neck Elec Coop, Inc",A,Bundle,O,VA,Cooperative,27053.00,217040.00,16865.00
2007,13777,Northern Rio Arriba E Coop Inc,A,Bundle,O,NM,Cooperative,2523.00,21004.00,3581.00
2007,13780,Northern States Power Co,A,Bundle,O,MI,Investor Owned,5189.00,54702.00,8040.00
2007,13780,Northern States Power Co,A,Bundle,O,WI,Investor Owned,178075.00,1902776.00,206386.00
2007,13781,Northern States Power Co,A,Bundle,O,MN,Investor Owned,898261.00,9125084.00,1071319.00
2007,13781,Northern States Power Co,A,Bundle,O,ND,Investor Owned,55179.00,755356.00,73806.00
2007,13781,Northern States Power Co,A,Bundle,O,SD,Investor Owned,58131.00,643336.00,68680.00
2007,13782,City of New Ross,A,Bundle,O,IN,Municipal,179.00,2443.00,197.00
2007,13783,Northeast Louisiana Power Coop Inc.,A,Bundle,O,LA,Cooperative,12700.00,188289.00,11190.00
2007,13788,Northern Wasco County PUD,A,Bundle,O,OR,Political Subdivision,8004.00,137505.00,9128.00
2007,13789,Village of Northfield,A,Bundle,O,VT,Municipal,1306.00,10734.00,1651.00
2007,13799,Prairie Land Electric Coop Inc,A,Bundle,O,KS,Cooperative,12445.00,113505.00,14219.00
2007,13805,Northwest Rural Pub Pwr Dist,A,Bundle,O,NE,Political Subdivision,2727.00,22424.00,1427.00
2007,13807,Northwestern Electric Coop Inc,A,Bundle,O,OK,Cooperative,9517.00,83432.00,8451.00
2007,13809,NorthWestern Energy,A,Bundle,O,SD,Investor Owned,42062.00,504817.00,47713.00
2007,13815,Northwestern Wisconsin Elec Co,A,Bundle,O,MN,Investor Owned,47.00,367.00,72.00
2007,13815,Northwestern Wisconsin Elec Co,A,Bundle,O,WI,Investor Owned,9969.00,79447.00,11557.00
2007,13816,City of Northwood,A,Bundle,O,ND,Municipal,514.00,7507.00,471.00
2007,13819,City of Norton,A,Bundle,O,KS,Municipal,1552.00,11520.00,1455.00
2007,13825,Norwalk Third Taxing District,A,Bundle,O,CT,Municipal,4227.00,28624.00,3027.00
2007,13826,City of Norway,A,Bundle,O,MI,Municipal,1972.00,17028.00,1895.00
2007,13830,"Nueces Electric Coop, Inc",A,Bundle,O,TX,Cooperative,43680.00,398075.00,26593.00
2007,13831,City of Norwich,A,Bundle,O,CT,Municipal,21882.00,129452.00,17721.00
2007,13838,"Northfork Electric Coop, Inc",A,Bundle,O,OK,Cooperative,6261.00,54552.00,5151.00
2007,13839,City of Norwood,A,Bundle,O,MA,Municipal,9126.00,88769.00,13006.00
2007,13853,Oahe Electric Coop Inc,A,Bundle,O,SD,Cooperative,2375.00,31147.00,2034.00
2007,13870,"Nushagak Electric Coop, Inc",A,Bundle,O,AK,Cooperative,2107.00,5945.00,963.00
2007,13931,Town of Oak City,A,Bundle,O,NC,Municipal,172.00,2566.00,217.00
2007,13932,Village of Oak Harbor,A,Bundle,O,OH,Municipal,1056.00,12689.00,1552.00
2007,13933,City of Oak Ridge,A,Bundle,O,TN,Municipal,14682.00,175285.00,13487.00
2007,13934,Ocmulgee Electric Member Corp,A,Bundle,O,GA,Cooperative,13667.00,133563.00,10595.00
2007,13936,Oakdale Electric Coop,A,Bundle,O,WI,Cooperative,16908.00,143614.00,14441.00
2007,13948,City of Oberlin,A,Bundle,O,KS,Municipal,894.00,7040.00,986.00
2007,13949,City of Oberlin,A,Bundle,O,OH,Municipal,2036.00,21091.00,2682.00
2007,13950,Village of Obetz,A,Bundle,O,OH,Municipal,0.00,0.00,0.00
2007,13955,City of Ocala,A,Bundle,O,FL,Municipal,40685.00,533373.00,42146.00
2007,,withheld,D,Bundle,O,TX,Retail Power Marketer,0.00,0.00,0.00
2007,13961,Ocotillo Water Conserv. Dist.,A,Bundle,O,AZ,Political Subdivision,29.00,470.00,20.00
2007,13962,Oconee Electric Member Corp,A,Bundle,O,GA,Cooperative,17193.00,156775.00,11371.00
2007,13963,Oconomowoc Utilities,A,Bundle,O,WI,Municipal,6138.00,72285.00,7482.00
2007,13964,Oconto Electric Cooperative,A,Bundle,O,WI,Cooperative,11926.00,93468.00,9294.00
2007,13965,Oconto Falls Water & Light Comm,A,Bundle,O,WI,Municipal,958.00,10156.00,1334.00
2007,13966,City of Olustee,A,Bundle,O,OK,Municipal,238.00,2306.00,238.00
2007,13971,City of Odessa,A,Bundle,O,MO,Municipal,2724.00,24423.00,2077.00
2007,13990,City of Ogden,A,Bundle,O,IA,Municipal,924.00,8533.00,960.00
2007,13993,Oglesby City of,A,Bundle,O,IL,Municipal,1196.00,14588.00,1750.00
2007,13997,Village of Ohio City,A,Bundle,O,OH,Municipal,449.00,4545.00,442.00
2007,13998,Ohio Edison Co,A,Bundle,O,OH,Investor Owned,832545.00,7922306.00,763181.00
2007,13998,Ohio Edison Co,C,Delivery,O,OH,Investor Owned,70811.00,1456732.00,162179.00
2007,14006,Ohio Power Co,A,Bundle,O,OH,Investor Owned,592348.00,7674434.00,609974.00
2007,14012,"Ohop Mutual Light Company, Inc",A,Bundle,O,WA,Cooperative,4931.00,74023.00,4033.00
2007,14015,Ohio Valley Electric Corp,A,Bundle,O,OH,Investor Owned,0.00,0.00,0.00
2007,14022,Town of Oak City,A,Bundle,O,UT,Municipal,180.00,2505.00,248.00
2007,14030,Oklahoma State University,A,Bundle,O,OK,Unregulated,0.00,0.00,0.00
2007,14054,Town of Oak Creek,A,Bundle,O,CO,Municipal,359.00,4049.00,508.00
2007,14055,PUD No 1 of Okanogan County,A,Bundle,O,WA,Political Subdivision,14762.00,290554.00,16237.00
2007,14057,Okeene Public Works Authority,A,Bundle,O,OK,Municipal,470.00,5790.00,603.00
2007,14062,Oklahoma Electric Coop Inc,A,Bundle,O,OK,Cooperative,75709.00,663311.00,42398.00
2007,14063,Oklahoma Gas & Electric Co,A,Bundle,O,AR,Investor Owned,52633.00,724796.00,53261.00
2007,14063,Oklahoma Gas & Electric Co,A,Bundle,O,OK,Investor Owned,653785.00,7942592.00,598221.00
2007,14074,"Okanogan County Elec Coop, Inc",A,Bundle,O,WA,Cooperative,2855.00,36976.00,3005.00
2007,14078,City of Okolona,A,Bundle,O,MS,Municipal,5787.00,66137.00,4187.00
2007,14088,Oliver-Mercer Elec Coop Inc,A,Bundle,O,ND,Cooperative,3115.00,48014.00,3458.00
2007,14103,Olive Hill City of,A,Bundle,O,KY,Municipal,1289.00,15284.00,1131.00
2007,14107,City of Olivia,A,Bundle,O,MN,Municipal,779.00,12142.00,1073.00
2007,14109,"Oregon Trail El Cons Coop, Inc",A,Bundle,O,OR,Cooperative,20302.00,267227.00,24417.00
2007,14124,Borough of Olyphant,A,Bundle,O,PA,Municipal,2254.00,17015.00,2276.00
2007,14125,"Oneida-Madison Elec Coop, Inc",A,Bundle,O,NY,Cooperative,2168.00,20151.00,1872.00
2007,14127,Omaha Public Power District,A,Bundle,O,NE,Political Subdivision,269442.00,3585793.00,293642.00
2007,14132,City of Onawa,A,Bundle,O,IA,Municipal,886.00,17030.00,1340.00
2007,14138,City of Onida,A,Bundle,O,SD,Municipal,300.00,3721.00,359.00
2007,14146,City of Opelika,A,Bundle,O,AL,Municipal,10382.00,129460.00,9420.00
2007,14149,OLS Energy-Camarillo,A,Bundle,O,CA,Unregulated,,,
2007,14151,Opp City of,A,Bundle,O,AL,Municipal,3690.00,36933.00,2702.00
2007,14154,Orange & Rockland Utils Inc,A,Bundle,O,NY,Investor Owned,187717.00,1131165.00,138326.00
2007,14154,Orange & Rockland Utils Inc,C,Delivery,O,NY,Investor Owned,33296.00,514687.00,52626.00
2007,14156,Ontonagon County R E A,A,Bundle,O,MI,Cooperative,3785.00,20676.00,4595.00
2007,14159,City of Orange City,A,Bundle,O,IA,Municipal,1600.00,23101.00,1867.00
2007,14160,Orange County Rural E M C,A,Bundle,O,IN,Cooperative,10313.00,104813.00,7619.00
2007,14164,City of Orangeburg,A,Bundle,O,SC,Municipal,23897.00,302840.00,20631.00
2007,14166,City of Orient,A,Bundle,O,IA,Municipal,231.00,2452.00,267.00
2007,14170,Orcas Power & Light Coop,A,Bundle,O,WA,Cooperative,13534.00,140128.00,12145.00
2007,14172,City of Ord,A,Bundle,O,NE,Municipal,849.00,16698.00,1130.00
2007,14175,"Tri-County Electric Coop, Inc",A,Bundle,O,SC,Cooperative,27287.00,248890.00,17244.00
2007,14176,City of Orlando,A,Bundle,O,OK,Municipal,74.00,852.00,95.00
2007,14178,"P K M Electric Coop, Inc",A,Bundle,O,MN,Cooperative,5616.00,76420.00,3341.00
2007,14192,Osage Valley Elec Coop Assn,A,Bundle,O,MO,Cooperative,20912.00,252996.00,14740.00
2007,14194,City of Orrville,A,Bundle,O,OH,Municipal,5633.00,73423.00,6076.00
2007,14196,City of Ortonville,A,Bundle,O,MN,Municipal,853.00,13941.00,1068.00
2007,14198,Price Municipal Corporation,A,Bundle,O,UT,Municipal,1919.00,25858.00,4467.00
2007,14199,City of Osage City,A,Bundle,O,KS,Municipal,1393.00,13023.00,1282.00
2007,14201,City of Osage,A,Bundle,O,IA,Municipal,1067.00,15187.00,1786.00
2007,14202,"Osceola Electric Coop, Inc",A,Bundle,O,IA,Cooperative,1728.00,29781.00,1117.00
2007,14203,Osawatomie City of,A,Bundle,O,KS,Municipal,2029.00,17973.00,1749.00
2007,14214,City of Osborne,A,Bundle,O,KS,Municipal,627.00,6392.00,800.00
2007,14216,City of Osceola,A,Bundle,O,AR,Municipal,4288.00,49106.00,3120.00
2007,14224,Otero County Electric Coop Inc,A,Bundle,O,NM,Cooperative,11267.00,83415.00,14656.00
2007,14229,Ottawa City of,A,Bundle,O,KS,Municipal,6001.00,61793.00,5737.00
2007,14232,Otter Tail Power Co,A,Bundle,O,MN,Investor Owned,40714.00,548167.00,47195.00
2007,14232,Otter Tail Power Co,A,Bundle,O,ND,Investor Owned,41470.00,556523.00,44217.00
2007,14232,Otter Tail Power Co,A,Bundle,O,SD,Investor Owned,8772.00,113336.00,8765.00
2007,14234,City of Ouzinkie,A,Bundle,O,AK,Municipal,94.00,300.00,76.00
2007,14237,Village of Panama,A,Bundle,O,NE,Municipal,128.00,1667.00,126.00
2007,14238,Ouachita Electric Coop Corp,A,Bundle,O,AR,Cooperative,9588.00,103582.00,8541.00
2007,14245,Overton Power District No 5,A,Bundle,O,NV,Political Subdivision,13465.00,158317.00,10195.00
2007,14246,City of Owatonna,A,Bundle,O,MN,Municipal,8256.00,86981.00,10245.00
2007,14251,Owen Electric Coop Inc,A,Bundle,O,KY,Cooperative,66459.00,746858.00,54278.00
2007,14261,Orleans Village of,A,Bundle,O,VT,Municipal,411.00,4075.00,587.00
2007,14265,OLS Energy-Chino,A,Bundle,O,CA,Unregulated,,,
2007,14267,"Otsego Electric Coop, Inc",A,Bundle,O,NY,Cooperative,4788.00,44386.00,4227.00
2007,14268,City of Owensboro,A,Bundle,O,KY,Municipal,16552.00,254385.00,22702.00
2007,14272,City of Owensville,A,Bundle,O,MO,Municipal,1484.00,12699.00,1164.00
2007,14275,City of Oxford,A,Bundle,O,MS,Municipal,6520.00,80692.00,6103.00
2007,14276,City of Oxford,A,Bundle,O,KS,Municipal,492.00,5201.00,510.00
2007,14277,Village of Oxford,A,Bundle,O,NE,Municipal,374.00,4285.00,393.00
2007,14285,Ozark Border Electric Coop,A,Bundle,O,MO,Cooperative,35220.00,546685.00,31853.00
2007,14288,Ozark Electric Coop Inc,A,Bundle,O,MO,Cooperative,34226.00,385881.00,28418.00
2007,14289,Ozarks Electric Coop Corp,A,Bundle,O,AR,Cooperative,57378.00,666645.00,49385.00
2007,14289,Ozarks Electric Coop Corp,A,Bundle,O,OK,Cooperative,11599.00,140936.00,11088.00
2007,14324,Public Utility District No 2,A,Bundle,O,WA,Political Subdivision,12459.00,180945.00,14795.00
2007,14328,Pacific Gas & Electric Co,A,Bundle,O,CA,Investor Owned,4650510.00,30748883.00,4544498.00
2007,14328,Pacific Gas & Electric Co,C,Delivery,O,CA,Investor Owned,3754.00,48257.00,6074.00
2007,14354,PacifiCorp,A,Bundle,O,CA,Investor Owned,39158.00,409359.00,35176.00
2007,14354,PacifiCorp,A,Bundle,O,ID,Investor Owned,47872.00,710521.00,54655.00
2007,14354,PacifiCorp,A,Bundle,O,OR,Investor Owned,442363.00,5643854.00,463265.00
2007,14354,PacifiCorp,A,Bundle,O,UT,Investor Owned,539201.00,6560977.00,681587.00
2007,14354,PacifiCorp,A,Bundle,O,WA,Investor Owned,97151.00,1626726.00,101245.00
2007,14354,PacifiCorp,A,Bundle,O,WY,Investor Owned,77814.00,1023790.00,104759.00
2007,14354,PacifiCorp,C,Delivery,O,OR,Investor Owned,0.00,0.00,0.00
2007,14371,City of Paducah,A,Bundle,O,KY,Municipal,19029.00,249610.00,18675.00
2007,14373,Page Electric Utility,A,Bundle,O,AZ,Municipal,3041.00,40695.00,3265.00
2007,14381,City of Painesville,A,Bundle,O,OH,Municipal,8220.00,86830.00,9713.00
2007,14396,City of Palmetto,A,Bundle,O,GA,Municipal,1788.00,20238.00,1556.00
2007,14398,Palmetto Electric Coop Inc,A,Bundle,O,SC,Cooperative,77529.00,900194.00,55368.00
2007,14400,City of Palmyra,A,Bundle,O,MO,Municipal,1720.00,15575.00,1464.00
2007,14401,City of Palo Alto,A,Bundle,O,CA,Municipal,15110.00,162405.00,24820.00
2007,14405,PEPCO Energy Services,B,Energy,O,DC,Retail Power Marketer,880.00,8000.00,892.00
2007,14405,PEPCO Energy Services,B,Energy,O,DE,Retail Power Marketer,0.00,0.00,0.00
2007,14405,PEPCO Energy Services,B,Energy,O,IL,Retail Power Marketer,0.00,0.00,0.00
2007,14405,PEPCO Energy Services,B,Energy,O,MA,Retail Power Marketer,0.00,0.00,0.00
2007,14405,PEPCO Energy Services,B,Energy,O,MD,Retail Power Marketer,2845.00,25863.00,2258.00
2007,14405,PEPCO Energy Services,B,Energy,O,NJ,Retail Power Marketer,0.00,0.00,0.00
2007,14405,PEPCO Energy Services,B,Energy,O,NY,Retail Power Marketer,0.00,0.00,0.00
2007,14405,PEPCO Energy Services,B,Energy,O,PA,Retail Power Marketer,228.00,1949.00,220.00
2007,14405,PEPCO Energy Services,B,Energy,O,VA,Retail Power Marketer,1545.00,15565.00,1312.00
